"Name";"ReleaseDate";"Action";"Adventure";"Children";"Comedy";"Crime";"Documentary";"Drama";"Fantasy";"Noir";"Horror";"Musical";"Mystery";"Romance";"SciFi";"Thriller";"War";"Western";"AvgRating";"Watches"
"3052";"Distinguished Gentleman, The (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.02;130
"3053";"Hitch-Hiker, The (1953)";1953;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.56;18
"3054";"Santa Fe Trail (1940)";1940;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;3.38;29
"3055";"Spring Fever USA (a.k.a. Lauderdale) (1989)";1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
"3056";"Agnes Browne (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;34
"3057";"End of the Affair, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;200
"3058";"End of the Affair, The (1955)";1955;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3
"3059";"Holy Smoke (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.23;56
"3060";"Map of the World, A (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.45;51
"3061";"Sweet and Lowdown (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;288
"3062";"Bonfire of the Vanities (1990)";1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.37;118
"3063";"Broadway Damage (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2
"3064";"Daddy Long Legs (1919)";1919;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.63;38
"3065";"Go West (1925)";1925;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;42
"3066";"Grand Illusion (Grande illusion, La) (1937)";1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.34;165
"3067";"Great Santini, The (1979)";1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;195
"3068";"James Dean Story, The (1957)";1957;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3
"3069";"Sea Wolves, The (1980)";1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.81;16
"3070";"Stealing Home (1988)";1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;66
"3071";"Tarzan the Fearless (1933)";1933;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;17
"3072";"Three Ages, The (1923)";1923;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;9
"3073";"Two Jakes, The (1990)";1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.05;62
"3074";"U2: Rattle and Hum (1988)";1988;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3.38;130
"3075";"Hell in the Pacific (1968)";1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.7;33
"3076";"Glass Bottom Boat, The (1966)";1966;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27;49
"3077";"Cradle Will Rock, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.36;259
"3078";"Deuce Bigalow: Male Gigolo (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;308
"3079";"Green Mile, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4.15;1222
"3080";"Cider House Rules, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;711
"3081";"Diamonds (1999)";1999;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2.44;9
"3082";"War Zone, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;60
"3083";"Bat Whispers, The (1930)";1930;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2;1
"3084";"Last Picture Show, The (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;354
"3085";"7th Voyage of Sinbad, The (1958)";1958;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.62;258
"3086";"Blood on the Sun (1945)";1945;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.5;8
"3087";"Anna and the King (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.41;333
"3088";"Bicentennial Man (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2.91;383
"3089";"Stuart Little (1999)";1999;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;520
"3090";"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;44
"3091";"Fantasia 2000 (1999)";1999;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.81;453
"3092";"Magnolia (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.89;1113
"3093";"Onegin (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.47;19
"3094";"Simpatico (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.48;21
"3095";"Topsy-Turvy (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;304
"3096";"Alley Cats, The (1968)";1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"3097";"Boiling Point (1993)";1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.62;61
"3098";"Brenda Starr (1989)";1989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.17;6
"3099";"Carnal Knowledge (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;166
"3100";"Easy Rider (1969)";1969;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;485
"3101";"Falcon and the Snowman, The (1984)";1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;253
"3102";"Hi-Yo Silver (1940)";1940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5801;0
"3103";"Room at the Top (1959)";1959;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;25
"3104";"Ulysses (Ulisse) (1954)";1954;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
"3105";"Any Given Sunday (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.13;483
"3106";"Man on the Moon (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;874
"3107";"Galaxy Quest (1999)";1999;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.77;1728
"3108";"Talented Mr. Ripley, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3.5;1331
"3109";"Next Friday (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;168
"3110";"Hurricane, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;509
"3111";"Angela's Ashes (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;225
"3112";"Play it to the Bone (1999)";1999;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.2;70
"3113";"Titus (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;163
"3114";"Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)";1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.96;124
"3115";"Third Miracle, The (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.62;45
"3116";"Montana (1998)";1998;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3;5
"3117";"Snow Falling on Cedars (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;398
"3118";"Girl, Interrupted (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.48;431
"3119";"Trans (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3
"3120";"Life and Times of Hank Greenberg, The (1998)";1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.7;54
"3121";"My Dog Skip (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.64;300
"3122";"Supernova (2000)";2000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.15;161
"3123";"Quarry, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3124";"Terrorist, The (Malli) (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;24
"3125";"Creature (1999)";1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3126";"Way We Were, The (1973)";1973;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.3;220
"3127";"Tess of the Storm Country (1922)";1922;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3128";"Stalag 17 (1953)";1953;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.23;394
"3129";"Presidio, The (1988)";1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3;251
"3130";"Papillon (1973)";1973;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.07;325
"3131";"Pal Joey (1957)";1957;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.35;72
"3132";"Last Detail, The (1973)";1973;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;172
"3133";"Five Easy Pieces (1970)";1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;359
"3134";"Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
"3135";"Dead Calm (1989)";1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.68;497
"3136";"Boys from Brazil, The (1978)";1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.66;204
"3137";"Black Sunday (La Maschera Del Demonio) (1960)";1960;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.25;4
"3138";"Against All Odds (1984)";1984;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.25;133
"3139";"Snows of Kilimanjaro, The (1952)";1952;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;5
"3140";"Loaded Weapon 1 (1993)";1993;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;264
"3141";"Loves of Carmen, The (1948)";1948;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
"3142";"Fast Times at Ridgemont High (1982)";1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.84;886
"3143";"Cry in the Dark, A (1988)";1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.52;66
"3144";"Born to Win (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;2
"3145";"Batman: Mask of the Phantasm (1993)";1993;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.56;232
"3146";"American Flyers (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;97
"3147";"Voyage of the Damned (1976)";1976;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;11
"3148";"Vampyros Lesbos (Las Vampiras) (1970)";1970;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.33;3
"3149";"Star Is Born, A (1937)";1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.35;91
"3150";"Poison (1991)";1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.19;32
"3151";"Pacific Heights (1990)";1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.26;447
"3152";"Night Tide (1961)";1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
"3153";"Draughtsman's Contract, The (1982)";1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;29
"3154";"Carmen (1984)";1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.17;30
"3155";"Zed & Two Noughts, A (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;29
"3156";"Woman in the Dunes (Suna no onna) (1964)";1964;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.05;77
"3157";"Down to You (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.69;122
"3158";"Hellhounds on My Trail (1999)";1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3159";"Not Love, Just Frenzy (M? que amor, frenes? (1996)";1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;3.5801;0
"3160";"Wirey Spindell (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"3161";"Another Man's Poison (1952)";1952;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"3162";"Odessa File, The (1974)";1974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.67;78
"3163";"Saphead, The (1920)";1920;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3164";"Seven Chances (1925)";1925;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5
"3165";"Smashing Time (1967)";1967;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2
"3166";"Train Ride to Hollywood (1978)";1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3167";"Where the Buffalo Roam (1980)";1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;71
"3168";"Zachariah (1971)";1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5;2
"3169";"Kestrel's Eye (Falkens ?a) (1998)";1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
"3170";"Eye of the Beholder (1999)";1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.13;267
"3171";"Isn't She Great? (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;37
"3172";"Big Tease, The (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.27;33
"3173";"Cup, The (Ph?pa) (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;57
"3174";"Santitos (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;3
"3175";"Encino Man (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;293
"3176";"Goodbye Girl, The (1977)";1977;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.7;322
"3177";"I Am Cuba (Soy Cuba/Ya Kuba) (1964)";1964;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.8;5
"3178";"Malcolm X (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;475
"3179";"Sister Act (1992)";1992;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.17;666
"3180";"Sister Act 2: Back in the Habit (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;202
"3181";"Hand That Rocks the Cradle, The (1992)";1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;340
"3182";"Alive (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;366
"3183";"Agnes of God (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.38;276
"3184";"Scent of a Woman (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;555
"3185";"Wayne's World (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;1120
"3186";"Wayne's World 2 (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.88;433
"3187";"League of Their Own, A (1992)";1992;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.68;1099
"3188";"Patriot Games (1992)";1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.75;1052
"3189";"Bodyguard, The (1992)";1992;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2.86;626
"3190";"Death Becomes Her (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;339
"3191";"Far and Away (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.37;403
"3192";"Howards End (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;480
"3193";"Singles (1992)";1992;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.48;429
"3194";"Twin Peaks: Fire Walk with Me (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2.97;163
"3195";"White Men Can't Jump (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19;667
"3196";"Buffy the Vampire Slayer (1992)";1992;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.09;512
"3197";"Hard-Boiled (Lashou shentan) (1992)";1992;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4.14;327
"3198";"Man Bites Dog (C'est arriv?pr? de chez vous) (1992)";1992;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.66;154
"3199";"Mariachi, El (1992)";1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.69;483
"3200";"Stop! Or My Mom Will Shoot (1992)";1992;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78;179
"3201";"Forever Young (1992)";1992;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3.2;477
"3202";"Cutting Edge, The (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;200
"3203";"Of Mice and Men (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;328
"3204";"Bad Lieutenant (1992)";1992;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.2;171
"3205";"Scream 3 (2000)";2000;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2.73;577
"3206";"Single White Female (1992)";1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;438
"3207";"Boondock Saints, The (1999)";1999;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.62;92
"3208";"Gun Shy (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;46
"3209";"Beloved/Friend (Amigo/Amado) (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"3210";"Gendernauts (1999)";1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3211";"Knockout (1999)";1999;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3212";"Baby, The (1973)";1973;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1
"3213";"Brandon Teena Story, The (1998)";1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.04;49
"3214";"Different for Girls (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;10
"3215";"Minnie and Moskowitz (1971)";1971;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.47;15
"3216";"They Might Be Giants (1971)";1971;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.73;45
"3217";"Beach, The (2000)";2000;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.7;423
"3218";"Snow Day (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.21;122
"3219";"Tigger Movie, The (2000)";2000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;129
"3220";"Cotton Mary (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4
"3221";"Not One Less (Yi ge dou bu neng shao) (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;52
"3222";"Soft Toilet Seats (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"3223";"Trois (2000)";2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
"3224";"Big Combo, The (1955)";1955;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.83;6
"3225";"Conceiving Ada (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.4;5
"3226";"Eaten Alive (1976)";1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.5;2
"3227";"Raining Stones (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
"3228";"To Sir with Love (1967)";1967;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;203
"3229";"With Byrd at the South Pole (1930)";1930;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1
"3230";"Boiler Room (2000)";2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.46;590
"3231";"Hanging Up (2000)";2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.3;176
"3232";"Pitch Black (2000)";2000;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.3;542
"3233";"Whole Nine Yards, The (2000)";2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.38;602
"3234";"Beautiful People (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.34;53
"3235";"Black Tar Heroin: The Dark End of the Street (1999)";1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5;6
"3236";"Blue Collar (1978)";1978;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.57;56
"3237";"Bluebeard (1944)";1944;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;2
"3238";"Circus, The (1928)";1928;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.96;24
"3239";"City Lights (1931)";1931;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.39;271
"3240";"Flamingo Kid, The (1984)";1984;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;294
"3241";"Dog's Life, A (1920)";1920;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;24
"3242";"Kid, The (1921)";1921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.79;62
"3243";"Man from Laramie, The (1955)";1955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.79;33
"3244";"McCullochs, The (1975)";1975;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
"3245";"Class Reunion (1982)";1982;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.25;20
"3246";"Big Trees, The (1952)";1952;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;4
"3247";"Happy Go Lovely (1951)";1951;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1
"3248";"Reindeer Games (2000)";2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.77;289
"3249";"Wonder Boys (2000)";2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;496
"3250";"Deterrence (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.48;48
"3251";"Judy Berlin (1999)";1999;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
"3252";"Mifune (Mifunes sidste sang) (1999)";1999;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.51;45
"3253";"Waiting Game, The (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
"3254";"3 Strikes (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;4
"3255";"Chain of Fools (2000)";2000;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"3256";"Drowning Mona (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;190
"3257";"Next Best Thing, The (2000)";2000;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.33;160
"3258";"What Planet Are You From? (2000)";2000;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.86;180
"3259";"Beyond the Mat (2000)";2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.53;134
"3260";"Ghost Dog: The Way of the Samurai (1999)";1999;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.84;314
"3261";"Year My Voice Broke, The (1987)";1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;27
"3262";"Splendor in the Grass (1961)";1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;108
"3263";"My Tutor (1983)";1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.31;35
"3264";"Legend of Lobo, The (1962)";1962;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"3265";"Killing of Sister George, The (1968)";1968;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;16
"3266";"Key Largo (1948)";1948;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;4.08;461
"3267";"Jail Bait (1954)";1954;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2.67;12
"3268";"It Happened Here (1961)";1961;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2
"3269";"I'll Never Forget What's 'is Name (1967)";1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
"3270";"For All Mankind (1989)";1989;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.44;27
"3271";"Cross of Iron (1977)";1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.74;43
"3272";"Bride of the Monster (1956)";1956;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.8;71
"3273";"Born Yesterday (1950)";1950;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.04;177
"3274";"Birdy (1984)";1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.86;223
"3275";"And God Created Woman (1988)";1988;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2.38;40
"3276";"Blood Feast (1963)";1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.6;20
